geo_point_2d;geo_shape;id_tempo30;regime;regimenr;name;umdatum;umjahr
47.547514939181426, 7.572610247617282;"{""coordinates"": [[[7.567778976207197, 47.54780598300154], [7.569881510187275, 47.548861760889], [7.571300976101749, 47.54956741493847], [7.57152185867561, 47.549660500669184], [7.572966172185005, 47.55026663495496], [7.574403011931687, 47.55086713874063], [7.574544219948772, 47.55089054688554], [7.574900452528224, 47.550783789096485], [7.57499131182045, 47.55072897391407], [7.575591390086301, 47.549335390265966], [7.575776358720733, 47.54890553218277], [7.576277844988986, 47.547744539649024], [7.576289724293862, 47.54772530596051], [7.57629713766135, 47.54770507024194], [7.576299913612175, 47.547684300372175], [7.576297973723333, 47.547663491100906], [7.57629137238599, 47.547643128026785], [7.576280256930508, 47.54762367865063], [7.576264894239637, 47.547605610331786], [7.57552950919002, 47.546678427667565], [7.575400613686688, 47.546349173318795], [7.575376528853651, 47.54615107792109], [7.575268541063328, 47.544854240330885], [7.575252466833257, 47.54439617948222], [7.57305615808025, 47.54483454299927], [7.572878587414994, 47.54487046179565], [7.570925486362088, 47.545257303049894], [7.57074933469154, 47.54529344180694], [7.570216710232272, 47.54539764309298], [7.570116986109059, 47.54542173293162], [7.570020556362595, 47.545451323158204], [7.569928058053168, 47.545486206207066], [7.569840141441317, 47.545526138524295], [7.569757390355655, 47.54557086763825], [7.569680388454724, 47.5456200691286], [7.569609666271084, 47.545673418635246], [7.569545687795779, 47.54573053791061], [7.569488903721299, 47.545791039728094], [7.569173365974076, 47.54615842880111], [7.567778976207197, 47.54780598300154]]], ""type"": ""Polygon""}";39;Tempo 30-Zone;8E;Marschalken;2003-02-18 00:00:00;2003
47.572133616675224, 7.593779939797904;"{""coordinates"": [[[7.596556711043654, 47.571762500242045], [7.596299314126446, 47.57165001391102], [7.595110183577271, 47.57120524163965], [7.594997623319627, 47.57118364595233], [7.59502323857116, 47.5707774475994], [7.593701287246952, 47.57081428911053], [7.590296249974475, 47.57080084433537], [7.590087797553431, 47.571759302725525], [7.592146621109142, 47.57173878438032], [7.592248855874635, 47.573631235344784], [7.594810974957651, 47.57353837081685], [7.59653565196618, 47.57356583432887], [7.596556711043654, 47.571762500242045]]], ""type"": ""Polygon""}";43;Tempo 30-Zone;18D;Horburg-Park;1998-03-27 00:00:00;1998
47.56384262821493, 7.567035495949079;"{""coordinates"": [[[7.564936850027137, 47.56607483505369], [7.567779909089511, 47.56473231873493], [7.567940115651895, 47.56465789830446], [7.569811461879718, 47.56376784309237], [7.570636093022004, 47.5633659106299], [7.569649544776571, 47.562486205590766], [7.568747638990792, 47.561577770562145], [7.568134177025978, 47.56175747286989], [7.568039094034562, 47.56182918629751], [7.567838268068872, 47.561943979740605], [7.567362544432402, 47.56218797428123], [7.567203628273403, 47.56234866923888], [7.565819885183195, 47.56353174302661], [7.564613988447148, 47.563855277409274], [7.563661916876576, 47.56409976071724], [7.563545626073319, 47.56416433410967], [7.56367364594541, 47.564586694280315], [7.56380124878285, 47.564830026055255], [7.56411976038557, 47.565230704255015], [7.564936850027137, 47.56607483505369]]], ""type"": ""Polygon""}";58;Tempo 30-Zone;10F;Ensisheim;2001-10-03 00:00:00;2001
47.55414249281655, 7.613884441437987;"{""coordinates"": [[[7.609633657573187, 47.553812888525506], [7.609798672164004, 47.55390331209083], [7.610383279280629, 47.55412599100358], [7.612062553135631, 47.55470659388228], [7.612308701706467, 47.554794599590494], [7.612947139378357, 47.555022392604826], [7.613423939321625, 47.555162043290174], [7.614146711951687, 47.55533772821135], [7.614700129813139, 47.55541488651484], [7.614778449224508, 47.555422970364006], [7.614857648768991, 47.55542399273912], [7.614936346618188, 47.55541792874916], [7.615013187961438, 47.55540488837219], [7.615086818407492, 47.55538510750139], [7.615155937040376, 47.555358920883485], [7.615219362938737, 47.55532678899819], [7.615275955374251, 47.55528927119719], [7.615397601442366, 47.55514559139699], [7.615510999617514, 47.554998848128584], [7.615615964697076, 47.554849266540856], [7.615712364567259, 47.554697053713554], [7.61580004066848, 47.55454245274004], [7.615878874213563, 47.55438567967066], [7.61594874648004, 47.554226968541464], [7.61600953878001, 47.554066562380456], [7.616020221404399, 47.55375918472107], [7.616020368445696, 47.553451724146484], [7.616009993820515, 47.55314431554196], [7.615989111743926, 47.55283718372724], [7.615957709531489, 47.55253045462888], [7.615915827787126, 47.55222429905822], [7.615842088387143, 47.55222585930422], [7.615769125534643, 47.55223323728121], [7.615697935271798, 47.55224634153832], [7.615629500030188, 47.5522649817165], [7.6155647488971, 47.55228890458353], [7.615504557586785, 47.55231778504001], [7.615449775011166, 47.552351226078585], [7.61426349828968, 47.55375283593643], [7.614115596693698, 47.553834749143626], [7.613972974047365, 47.55385352708619], [7.613715657162984, 47.55383933539253], [7.611304416376362, 47.553717742720465], [7.609633657573187, 47.553812888525506]]], ""type"": ""Polygon""}";60;Tempo 30-Zone;4B;Lehenmatt;1998-07-21 00:00:00;1998
47.56625600557114, 7.569355133753595;"{""coordinates"": [[[7.567281513093937, 47.56531693825604], [7.567067296781833, 47.565406454673436], [7.565238420737226, 47.56630118551184], [7.565664467044678, 47.566717607462984], [7.566645066368067, 47.56768272877436], [7.566783809037081, 47.567807975589474], [7.566930568608801, 47.56792896839797], [7.56708506543228, 47.568045455654236], [7.567247006644966, 47.568157221802004], [7.567416072819156, 47.56826406030829], [7.567591917875051, 47.5683657376888], [7.567774235720311, 47.56846207437811], [7.567962627209524, 47.568552881920965], [7.568156772921911, 47.568637971775324], [7.568356247203464, 47.568717191493036], [7.568560704103963, 47.56879037954584], [7.568769731285881, 47.56885740146218], [7.569483039200717, 47.56900014314153], [7.569744713677879, 47.56841996321468], [7.569878589810591, 47.56821560194124], [7.5706361420415, 47.56769024421521], [7.570892351943519, 47.567471002587645], [7.572542545303511, 47.56632014853929], [7.572842156010409, 47.565048751413826], [7.572855676911283, 47.564950965305194], [7.572827957016809, 47.56487650234213], [7.572738323523209, 47.56481607777758], [7.570919622566834, 47.56356862247927], [7.567281513093937, 47.56531693825604]]], ""type"": ""Polygon""}";62;Tempo 30-Zone;11D;Glasberg;1997-11-24 00:00:00;1997
47.548142509665055, 7.590363614660659;"{""coordinates"": [[[7.588086414844465, 47.548367242581314], [7.588236242049821, 47.54852766991658], [7.587797384164947, 47.54870075972325], [7.58850994770679, 47.54899729613976], [7.588861985983926, 47.5491991035115], [7.589248606527198, 47.54919860449312], [7.589573469542, 47.54910895711127], [7.590381246917541, 47.54888778581066], [7.591267658797289, 47.54851779404629], [7.592092554143434, 47.54814787646369], [7.592574770439507, 47.54777839718393], [7.592186881421712, 47.547338682228656], [7.592432650709085, 47.54724912195464], [7.592203378122111, 47.546963872296615], [7.592053833799651, 47.54690457553122], [7.591913254220496, 47.546904760542944], [7.588086414844465, 47.548367242581314]]], ""type"": ""Polygon""}";122;Tempo 30-Zone;29;Centralbahnstrasse Ost und West;;2016
47.549151978314924, 7.561271268669591;"{""coordinates"": [[[7.55722000650348, 47.548405561962795], [7.557712377129305, 47.54979697883987], [7.558194791802817, 47.5512039893175], [7.558594218711506, 47.552334569825014], [7.558869603562943, 47.55225251540631], [7.560845670435772, 47.551748054727526], [7.561504615729122, 47.55180308814], [7.565355248238328, 47.552221289636584], [7.565665132866176, 47.549906303858], [7.565597711036894, 47.54938425396299], [7.564742749216103, 47.54720194681548], [7.564294474308061, 47.546905780262975], [7.563242858503973, 47.54668536470567], [7.562113850652224, 47.54652332806076], [7.559580396825437, 47.54629863673059], [7.557090041867069, 47.54607965621852], [7.556440484032122, 47.546175548468284], [7.55722000650348, 47.548405561962795]]], ""type"": ""Polygon""}";71;Tempo 30-Zone;8A;Gotthard;2003-05-22 00:00:00;2003
47.58291820320476, 7.594822690425376;"{""coordinates"": [[[7.594923125342774, 47.58280553615193], [7.596625571303545, 47.58272023906334], [7.597305005035037, 47.58254533410228], [7.596996927739372, 47.581932691698995], [7.596513362694578, 47.58205763088221], [7.594808295308684, 47.582175639796034], [7.594714547230541, 47.58157677904433], [7.593956756096692, 47.58098778931581], [7.593298780389723, 47.581395096294415], [7.593474521778722, 47.58182752972697], [7.59359088052845, 47.5818404878841], [7.593805956206385, 47.58248259141956], [7.593845225906478, 47.58265298681688], [7.594059783956494, 47.583557920753876], [7.594123282379146, 47.583995574864595], [7.594124542310007, 47.58444172994069], [7.594063466188082, 47.58485429585809], [7.594007187402284, 47.58505206013088], [7.595054676615421, 47.58522111605189], [7.595186708636254, 47.583949174577505], [7.594923125342774, 47.58280553615193]]], ""type"": ""Polygon""}";74;Tempo 30-Zone;19B;Schäferweg;1997-10-06 00:00:00;1997
47.55459694416631, 7.6050441031472324;"{""coordinates"": [[[7.594813367431334, 47.55443713605892], [7.594878442690757, 47.55463342718235], [7.594829867937893, 47.55482319729707], [7.59548913314161, 47.555599694645345], [7.595803327767848, 47.555522887450145], [7.596588877325613, 47.55534452262724], [7.597557305143166, 47.555181759123855], [7.598371328562396, 47.55508791148319], [7.598917499826453, 47.55504334387759], [7.599953344545528, 47.55500101066184], [7.60145000043403, 47.5550072028476], [7.602260346776172, 47.55503880469409], [7.603132022529682, 47.555096917773135], [7.603634824183693, 47.5551335306953], [7.603709724575709, 47.55514510744883], [7.603960509146644, 47.555232431781704], [7.604133329543248, 47.55524971517698], [7.604265720602007, 47.55522809491713], [7.604423958141814, 47.555187011238324], [7.604558497516885, 47.555189850564766], [7.605926553927046, 47.55526375599319], [7.606581444629018, 47.555314392669864], [7.606950774615004, 47.55537794895263], [7.607489323813162, 47.5554955001171], [7.609331785373682, 47.55586393214946], [7.610498532872399, 47.556098922525045], [7.612053335492434, 47.55646131385031], [7.613121499318206, 47.55672068965764], [7.614062405542454, 47.55697184722959], [7.615059504876765, 47.55725021701616], [7.616142481730887, 47.55756792983552], [7.616250237561206, 47.557601150277215], [7.616361283847289, 47.557628978347594], [7.616475022171437, 47.5576512620577], [7.616590840975623, 47.55766789440945], [7.616708142014896, 47.55767877738052], [7.616826300619618, 47.55768385795979], [7.616913603929343, 47.557687573646774], [7.617000991893943, 47.55768481364737], [7.61708738832805, 47.55767558860425], [7.617171783869882, 47.55766002597957], [7.617253169311374, 47.55763829820662], [7.617330535780381, 47.557610676652025], [7.617403007483783, 47.55757749543647], [7.617469668987875, 47.55753915169943], [7.617529737879351, 47.55749608734592], [7.617582498515529, 47.557448843110144], [7.61762728846681, 47.55739797763193], [7.617663604895847, 47.557344094273994], [7.617690985041586, 47.55728785929252], [7.617709112235672, 47.55722992072996], [7.617717763027885, 47.557170989439584], [7.617734625593132, 47.5570213076771], [7.617698224608289, 47.55650358501926], [7.617424074479836, 47.55516926280457], [7.617263239363777, 47.555201320538075], [7.61711333996915, 47.55526569379995], [7.616947728355639, 47.55535147805441], [7.616632135497817, 47.555485598979125], [7.616329210771576, 47.55556638478847], [7.614646740018135, 47.55570253319033], [7.614481007600781, 47.55568877132957], [7.614316440110094, 47.555669665190734], [7.614153409653525, 47.55564523220529], [7.613992301829348, 47.55561555274276], [7.613833475572967, 47.55558068023346], [7.613677289905432, 47.55554069509064], [7.613524130474586, 47.55549569567685], [7.612009962040415, 47.554978454183136], [7.609668650730246, 47.55416931331727], [7.609310337306206, 47.553976293539314], [7.609009621414132, 47.55382170862005], [7.60859042764733, 47.55368333172185], [7.605274792640214, 47.55278928747987], [7.605252096774833, 47.553115424322414], [7.60524894792705, 47.55316641439094], [7.605235686695416, 47.553216645460566], [7.605212549377351, 47.553265217815124], [7.605179971551128, 47.55331123145092], [7.605138548475312, 47.55335386707817], [7.605089021636854, 47.55339233217793], [7.605032292261735, 47.55342593293395], [7.604969394716973, 47.553454065277606], [7.604901469911976, 47.55347620593303], [7.604829765437649, 47.55349195738661], [7.604755582368043, 47.55350102997583], [7.604463268665127, 47.55350144650032], [7.604234235453637, 47.553528501757796], [7.603855228267548, 47.55360387693834], [7.603570775609703, 47.55359893777289], [7.60323042330999, 47.553401610711404], [7.603094878454813, 47.55300620313895], [7.602850067209075, 47.55303862922161], [7.596490619966718, 47.55188088554133], [7.596188963777116, 47.55212932350736], [7.595215029939094, 47.55292488336338], [7.59506985371182, 47.553452039967034], [7.594813367431334, 47.55443713605892]]], ""type"": ""Polygon""}";75;Tempo 30-Zone;4A;Breite/St. Alban;1998-10-30 00:00:00;1998
47.55631672350623, 7.5877827596591505;"{""coordinates"": [[[7.584061388816825, 47.56425190508569], [7.584387449451281, 47.5643499161041], [7.58410009166376, 47.564259879195696], [7.584286805239145, 47.564013191501935], [7.584888895350676, 47.56321876982361], [7.586372254188159, 47.56153896016385], [7.586674438201734, 47.56165124112832], [7.586521218357044, 47.56182722678985], [7.586552559864696, 47.56182125117489], [7.586728932201339, 47.56166666809118], [7.587180644581199, 47.56125518839067], [7.587496072032343, 47.56096081731909], [7.587617467780382, 47.56082441637066], [7.587709902100539, 47.56069453680027], [7.587771341102727, 47.560694458214606], [7.587992577336213, 47.56040720330444], [7.588266497975892, 47.560088285374896], [7.588718505233997, 47.5597718447091], [7.588908928928076, 47.559615054607214], [7.589155345900564, 47.55939845556685], [7.58916406143451, 47.55937469188323], [7.589136402943127, 47.559352683977245], [7.589110054470467, 47.55934762754597], [7.588988660125665, 47.55943004980071], [7.588857298387435, 47.5595353917884], [7.588680268426381, 47.55945589942371], [7.588676441570669, 47.55943215192179], [7.589119916736284, 47.55924042759169], [7.589442942859298, 47.55901482518721], [7.589633094949101, 47.5588576744481], [7.589611652597198, 47.5588161422105], [7.589741416065288, 47.558715280284126], [7.589789295847637, 47.55870416491118], [7.589920704545227, 47.5585839461427], [7.590084814986322, 47.55843245850613], [7.59030674752961, 47.55831857912311], [7.590495877687518, 47.55820565041961], [7.590769612105162, 47.55803584257485], [7.591089442113728, 47.557831284963974], [7.591361075429516, 47.55767145249001], [7.591704663278378, 47.55747381416724], [7.591938089528493, 47.557339797533196], [7.592124114222845, 47.55726286312613], [7.592329033854368, 47.557186820861276], [7.592603159665292, 47.55709671055767], [7.592628830741138, 47.55710671364583], [7.592670668612003, 47.55710665835462], [7.592817548065099, 47.55702886619102], [7.593130047744556, 47.55683036533394], [7.593201745399478, 47.55676819550495], [7.593263939725292, 47.556691000715205], [7.593336870139472, 47.55659128031858], [7.593574601962886, 47.55644201922891], [7.593874149740311, 47.55633772493499], [7.59439089548391, 47.555983257762556], [7.595061056306645, 47.55570066720026], [7.595059675552449, 47.55574181540746], [7.595092024094303, 47.55578635393924], [7.595149219619589, 47.55580906726256], [7.595234906968547, 47.55580698250914], [7.595318850520749, 47.55575395050919], [7.594970818048928, 47.555309983353894], [7.59470088547946, 47.55492561996191], [7.594581385626036, 47.554804157587874], [7.594447004107592, 47.55464088509281], [7.594467522669254, 47.55448350314297], [7.594565631157876, 47.55410879149726], [7.594714578185529, 47.553492187809255], [7.594848439494444, 47.55289248527893], [7.595194145961365, 47.55167880044562], [7.594708717939468, 47.5515870768601], [7.594500117065992, 47.551467460382476], [7.594224492039747, 47.551273572696566], [7.59404393018436, 47.551146920802964], [7.592776922038281, 47.55025435476931], [7.592676516360894, 47.55017994729852], [7.591816922669806, 47.5495731115112], [7.591675478991234, 47.549380821949576], [7.591575628454802, 47.54920225605884], [7.591039324343013, 47.54885437859131], [7.590529346979135, 47.54906853830418], [7.590424160752186, 47.549114381643676], [7.590127056312099, 47.549248505441355], [7.589951302541881, 47.549340784896536], [7.589775587732047, 47.54944235458214], [7.58970778808417, 47.54951386192129], [7.589651764412173, 47.54963928951964], [7.589556004828963, 47.54975919242193], [7.589404351839592, 47.549858203117616], [7.589259018916484, 47.54989971735493], [7.589093412547927, 47.54991718129999], [7.588925759959684, 47.54990147867538], [7.588809578050282, 47.54986940381589], [7.588777975576148, 47.54989808964642], [7.588739999255394, 47.549922997306346], [7.588696643589832, 47.54994347795856], [7.588413589345333, 47.55005545457906], [7.588338895544713, 47.55009487124577], [7.58826963373545, 47.55013859789194], [7.588206347640734, 47.550186301060364], [7.58814952770151, 47.550237593400034], [7.588099637796138, 47.550292087593895], [7.588057035407991, 47.55034935149228], [7.58787593358352, 47.550622157230876], [7.587651101035738, 47.55102972699758], [7.587310370918993, 47.55162884016], [7.586976636753148, 47.55222406697297], [7.586925338651443, 47.55231795502562], [7.58683590809963, 47.552482069752514], [7.586756934170713, 47.552584572941406], [7.586437071879891, 47.55290650540303], [7.58620866345713, 47.55331598321828], [7.586154956198216, 47.55348126627889], [7.585816136239788, 47.55404293111387], [7.585746635217491, 47.554161619318435], [7.585383923204901, 47.554753756699135], [7.585040569747147, 47.55532993159444], [7.584973761605993, 47.55544836406954], [7.584955986983235, 47.555492626573816], [7.58492951789801, 47.5555348584077], [7.584894843736674, 47.55557426750246], [7.584852600206618, 47.55561012456073], [7.584803569386537, 47.555641781044905], [7.584748653106272, 47.555668651223144], [7.584688859685649, 47.55569022118105], [7.584625290844827, 47.55570612078837], [7.584060964124183, 47.55581838442436], [7.583120210983969, 47.556040026553504], [7.582863325215116, 47.55610266221575], [7.581649422653084, 47.55639606717317], [7.581423036695344, 47.55647312413647], [7.581377495501627, 47.5564991538001], [7.581337598022839, 47.55652911579336], [7.581304046926021, 47.55656245165071], [7.581277465072053, 47.55659856702923], [7.581258368799151, 47.556636777778344], [7.581247075136227, 47.55667639099651], [7.581220716716246, 47.55682115936503], [7.58122066427577, 47.55740390823044], [7.581215690584055, 47.55778054472147], [7.581130950361326, 47.558368298492816], [7.580989903537931, 47.559022323639844], [7.580882342416278, 47.55941430247196], [7.58088510228418, 47.55945281022899], [7.580880182166347, 47.55949121942962], [7.580867673209387, 47.55952883744508], [7.580847826001706, 47.5595649714506], [7.580820970974409, 47.5595989734915], [7.580787624648115, 47.559630222366316], [7.580373919183585, 47.55996744193074], [7.580331319092539, 47.55998655139925], [7.580294192226223, 47.56001032194462], [7.580263639504811, 47.56003804173079], [7.580240549027764, 47.56006890924326], [7.580225635814359, 47.56010198827124], [7.580219309220049, 47.56013631599262], [7.580221779109841, 47.56017085787605], [7.580232963134033, 47.560204615717986], [7.58065312982524, 47.56110244242539], [7.580732016844664, 47.56126780374883], [7.581037405990367, 47.56191465502529], [7.581131813040035, 47.56205932952024], [7.58145984036039, 47.5623334523538], [7.582708707035452, 47.5633164667248], [7.582901503012613, 47.56346591068291], [7.583839818661841, 47.564156308289746], [7.584061388816825, 47.56425190508569]]], ""type"": ""Polygon""}";85;Tempo 30-Zone;;VKI Grossbasel;2015-01-05 00:00:00;2015
47.56014357579332, 7.589724580006054;"{""coordinates"": [[[7.588718505233997, 47.5597718447091], [7.590595223280235, 47.56068621526588], [7.590741115087685, 47.56053235824063], [7.588908928928076, 47.559615054607214], [7.588718505233997, 47.5597718447091]]], ""type"": ""Polygon""}";88;Tempo 30-Zone;;Mittlere Brücke;2015-01-05 00:00:00;2015
47.56449869576478, 7.592024132594997;"{""coordinates"": [[[7.591597150258912, 47.56448249208043], [7.591451833938989, 47.56521645235268], [7.591399675572673, 47.565387491085026], [7.591138729208958, 47.56618569133133], [7.591402127496035, 47.566235216518756], [7.591749263906094, 47.56610653781926], [7.591989840736056, 47.565543440461134], [7.592376901045203, 47.564666709629314], [7.592446515768493, 47.564500216177386], [7.593171207529393, 47.56351485992068], [7.591983896196529, 47.56313120936635], [7.591527793296939, 47.56402525291716], [7.591528053697324, 47.564116196978155], [7.591597150258912, 47.56448249208043]]], ""type"": ""Polygon""}";92;Tempo 30-Zone;17E;Haltinger;1996-11-25 00:00:00;1996
47.56501305478105, 7.5969098652795894;"{""coordinates"": [[[7.597585552077778, 47.56603590345091], [7.598140947380863, 47.56514465964809], [7.598130090667263, 47.56503782025272], [7.598097909081849, 47.56483839281425], [7.598946972962361, 47.563509675002805], [7.596754375940328, 47.56280054840577], [7.595842519236354, 47.564155021187034], [7.595737674244367, 47.56431188697963], [7.595653903253358, 47.56446871528263], [7.595597144731429, 47.56467020587522], [7.595583161184477, 47.565432558414464], [7.595603020870084, 47.565642867490254], [7.59527142434822, 47.56691521228695], [7.597357598051346, 47.56728997239789], [7.597501839537918, 47.566206987939225], [7.597585552077778, 47.56603590345091]]], ""type"": ""Polygon""}";94;Tempo 30-Zone;13A;Drahtzug;1998-04-24 00:00:00;1998
47.59228252780852, 7.6446157381870306;"{""coordinates"": [[[7.646643672027507, 47.59216283766919], [7.646476534998006, 47.59199419974781], [7.646180006785483, 47.59219584432979], [7.645574584567116, 47.59247043628888], [7.645364270514957, 47.59251148809114], [7.645146537197493, 47.59248728588845], [7.644979764474686, 47.59241518283109], [7.644360384506585, 47.59215884513002], [7.643884088579838, 47.59199879861626], [7.643443774561931, 47.591919125906806], [7.642944470362957, 47.59196022261545], [7.642599911357698, 47.59204127472595], [7.642398629248184, 47.592274921935996], [7.643087811593089, 47.59212890739803], [7.643515931885411, 47.592128154875475], [7.643920533378887, 47.59219984997025], [7.644444680033063, 47.5924322194813], [7.644849640836751, 47.59259239003719], [7.645123500830096, 47.592680402013634], [7.645444650172125, 47.59269592163622], [7.645824848149024, 47.59260674837405], [7.646311455228933, 47.5923564970281], [7.646643672027507, 47.59216283766919]]], ""type"": ""Polygon""}";104;Tempo 30-Strecke;85;Weilstrasse;2014-08-05 00:00:00;2014
47.55908733479027, 7.607581019472992;"{""coordinates"": [[[7.609555094974199, 47.55940308036095], [7.609602982229408, 47.559279265343605], [7.609597373057468, 47.55927858105983], [7.609457688557094, 47.559261473077854], [7.60932717449723, 47.55924516092426], [7.609302849788483, 47.55924200379523], [7.60927852491008, 47.55923879269894], [7.609254226464085, 47.55923553659022], [7.609229941135176, 47.55923222649479], [7.60918769732537, 47.5592263524978], [7.609145492924966, 47.55922033452801], [7.60910334119218, 47.559214163572356], [7.609061228869476, 47.559207848643986], [7.608793081893749, 47.55916758003169], [7.608682975149812, 47.55915082362599], [7.608461155224702, 47.55911763661707], [7.608368409337332, 47.55910348976155], [7.608347113689307, 47.55910020210551], [7.608325804986128, 47.55909698641446], [7.608304469941119, 47.55909384270765], [7.608283108525608, 47.55909076199148], [7.608262013215632, 47.55908779780232], [7.60824089153494, 47.55908489660385], [7.608219756770032, 47.559082058376646], [7.608198595662836, 47.55907929213382], [7.60811029682183, 47.559068034578964], [7.607903141152964, 47.559041687380585], [7.607738107564265, 47.55902057597465], [7.607491686727054, 47.558988888799846], [7.607467295812237, 47.558985731381384], [7.607442878554799, 47.55898264594571], [7.607418434954654, 47.55897963249299], [7.607393978298235, 47.55897669100386], [7.607369747800121, 47.558973839119226], [7.607345490987388, 47.55897106821124], [7.60732122114648, 47.558968378260616], [7.607296925019165, 47.55896577828027], [7.607278596739476, 47.55896386217189], [7.607260268631599, 47.558962000022746], [7.607241927380535, 47.5589601828584], [7.607223572986229, 47.558958410678805], [7.607206813432412, 47.558956780087996], [7.607190040763502, 47.55895520347607], [7.607170929181948, 47.55895347735249], [7.607151791284117, 47.558951832207434], [7.607132653614631, 47.55895025900866], [7.607113489600329, 47.55894875779474], [7.607038854100683, 47.558943064766694], [7.606771763351801, 47.5589250584257], [7.606402317050494, 47.55889991401036], [7.606310514432703, 47.55889390347503], [7.606008220064731, 47.55887335584819], [7.605978731526104, 47.55887156349404], [7.605949230154048, 47.558869915050515], [7.605917948587723, 47.558868332112134], [7.605886640957514, 47.558866911089886], [7.605800544595771, 47.55886287957176], [7.605772571831197, 47.55886143574541], [7.605744611875969, 47.55885983900052], [7.605720252821526, 47.55885831802746], [7.605695919947412, 47.55885667109957], [7.605618084649116, 47.55885161130628], [7.605588920746792, 47.55897058620303], [7.605640098482939, 47.55897411033437], [7.60585218429044, 47.55898843887805], [7.606040456311398, 47.559001398237456], [7.606254428518402, 47.55901556144656], [7.606455126578195, 47.55902942860481], [7.606690907438831, 47.55904520543846], [7.606779016583456, 47.55905118502902], [7.607028592953088, 47.55906816440804], [7.607049802628749, 47.5590695007912], [7.607070999473049, 47.5590709810887], [7.607082029992967, 47.55907181054844], [7.607093047368596, 47.559072684994746], [7.607125195556667, 47.559075165735386], [7.607157330887143, 47.55907778139164], [7.607181439314389, 47.55907983305528], [7.607205534655763, 47.559081947688924], [7.607242216502108, 47.55908534819017], [7.607278858976549, 47.55908890163025], [7.607313441809588, 47.55909238609148], [7.60734798524233, 47.55909601449911], [7.607381705281791, 47.559099761007865], [7.607415399179481, 47.55910364245063], [7.607439031729576, 47.559106459217276], [7.607462651194735, 47.55910933895418], [7.607548675798522, 47.55911991677699], [7.607712737620123, 47.559140373320744], [7.60808210679614, 47.559186532017435], [7.608136750475758, 47.55919353057735], [7.608239137901705, 47.55920620659507], [7.60826771598733, 47.55920990637062], [7.608296267761057, 47.55921368712105], [7.608324793223008, 47.55921754884631], [7.6083532923733, 47.559221491546495], [7.608383067900226, 47.5592257021914], [7.60841280388678, 47.559230011817334], [7.608442526877708, 47.55923441139193], [7.608472210299947, 47.55923890095388], [7.60890851479839, 47.55930452075969], [7.609555094974199, 47.55940308036095]]], ""type"": ""Polygon""}";108;Tempo 30-Strecke zeitlich beschränkt;75;Grenzacherstrasse (Roche);2015-09-21 00:00:00;2015
47.57025254556531, 7.5963810797183475;"{""coordinates"": [[[7.595244959185906, 47.570667930534285], [7.597429072564078, 47.56999086216323], [7.597436097360894, 47.5698461440715], [7.595212511776274, 47.57057016774577], [7.595244959185906, 47.570667930534285]]], ""type"": ""Polygon""}";109;Tempo 30-Zone;40;Brombacherstrasse;2015-10-03 00:00:00;2015
47.58171658443719, 7.5924475733498795;"{""coordinates"": [[[7.591856949092332, 47.581775479900486], [7.59183941835215, 47.58184558147835], [7.591952589776602, 47.58199848669898], [7.592300201992066, 47.581911986825226], [7.593077616267093, 47.58160816133514], [7.592957459317489, 47.58139386675689], [7.592319934311628, 47.58166955489112], [7.592210405468578, 47.581724848289866], [7.592120395691858, 47.58166210117515], [7.591856949092332, 47.581775479900486]]], ""type"": ""Polygon""}";112;Tempo 30-Zone;53;Hochbergerplatz;2015-12-16 00:00:00;2015
47.53494205901313, 7.589516839446872;"{""coordinates"": [[[7.59110305574741, 47.53456989319637], [7.590986647182841, 47.53454017706259], [7.590867069947396, 47.53451695847965], [7.590745108007288, 47.53450039830282], [7.590621558425651, 47.53449059441662], [7.590497231492012, 47.53448762670395], [7.590372977105551, 47.53449149405526], [7.590249578737891, 47.5345021864574], [7.590127886085489, 47.534519630857524], [7.59000868231812, 47.53454370932385], [7.589892763762814, 47.53457425894143], [7.58978088683444, 47.53461108986867], [7.589673794495832, 47.53465394932729], [7.589572189799747, 47.53470255761147], [7.589476762399681, 47.534756590065484], [7.58938812219884, 47.534815695156766], [7.589306865727376, 47.53487948539556], [7.589233523020508, 47.53494753740323], [7.588989402927882, 47.53510457871405], [7.588687784109328, 47.53521717424317], [7.588232312925876, 47.53534600257084], [7.588019297292503, 47.53538635225837], [7.588075629953285, 47.53555585815071], [7.588471798190893, 47.53545776660223], [7.588984983961128, 47.535322926964696], [7.589053222370428, 47.535300147522605], [7.589116650383989, 47.535271681176184], [7.589174233419214, 47.53523799694775], [7.589304200022317, 47.53514924898207], [7.589430600374565, 47.5350581581004], [7.589553328436467, 47.53496479640195], [7.589626501881553, 47.534912177778324], [7.589705862725318, 47.534863832134974], [7.589790840875129, 47.534820101963625], [7.589880879373123, 47.53478127577695], [7.589973947261145, 47.53474768897229], [7.590070361610151, 47.5347187475394], [7.590169604884104, 47.534694587050254], [7.590271159524999, 47.53467533408465], [7.590374494646374, 47.53466109725378], [7.59047909251693, 47.53465194018444], [7.590566989432084, 47.53464955015563], [7.590654771242552, 47.534653383923306], [7.59074148170883, 47.534663415754686], [7.590826164308177, 47.53467952098858], [7.590907915482816, 47.53470152093423], [7.590985818236295, 47.53472918295807], [7.59110305574741, 47.53456989319637]]], ""type"": ""Polygon""}";115;Tempo 30-Zone;63;Rehhagstrasse;2016-06-24 00:00:00;2016
