geo_point_2d;geo_shape;objid;id;es_id;es_name
47.5739796546616, 7.608130876057801;"{""coordinates"": [[[7.605169770294171, 47.57354772734708], [7.605338061607756, 47.57362328545987], [7.605506472007957, 47.57373676951524], [7.606181086830645, 47.5744729505321], [7.606405560839919, 47.57459057065949], [7.606885159821594, 47.574686696078274], [7.607501759277401, 47.57478689303357], [7.608006148215962, 47.57483672338659], [7.608504183812676, 47.57484019838963], [7.609475039192414, 47.5747629531386], [7.610402393868241, 47.57471523617981], [7.610788675174801, 47.5748073369054], [7.611243838855591, 47.575017286416916], [7.611480588665172, 47.57507592495053], [7.611567721292248, 47.57507157760832], [7.611461123893724, 47.57483163151952], [7.611386213633728, 47.5747727620675], [7.610873942798381, 47.57420486806985], [7.610580635417302, 47.57397360608482], [7.610175199853631, 47.573725672319135], [7.609664046556791, 47.573511627670214], [7.609464367823231, 47.57336030509701], [7.608965929093247, 47.57322206446358], [7.608579715915414, 47.573138384612456], [7.607994325775383, 47.573059211207884], [7.607651893527677, 47.57303864525341], [7.607010701047129, 47.573022746441964], [7.606444358011256, 47.57305727182166], [7.605996388213584, 47.57312951485813], [7.605672879396592, 47.573188950670016], [7.605218819199758, 47.57330333483288], [7.604845760004187, 47.573434482838955], [7.605169770294171, 47.57354772734708]]], ""type"": ""Polygon""}";166;138;2;Leinenpflicht
47.574310972729165, 7.6040994846889625;"{""coordinates"": [[[7.604105527831575, 47.574542442670605], [7.604065021569068, 47.57449202765299], [7.604106945002423, 47.57434370731629], [7.604142552384564, 47.57424159646396], [7.604178228714793, 47.57409749400287], [7.604180495334622, 47.5740569922373], [7.604128399208538, 47.57405340580836], [7.604121585985254, 47.57417492910635], [7.604055685385992, 47.57437854066787], [7.604022261946512, 47.57448212335187], [7.60403058794941, 47.574561291888905], [7.604105527831575, 47.574542442670605]]], ""type"": ""Polygon""}";174;143;2;Leinenpflicht
47.54347214963633, 7.586861154346069;"{""coordinates"": [[[7.58633198755601, 47.543661709382825], [7.586351221703058, 47.543685986185785], [7.587321874175782, 47.54331871412567], [7.587290751252108, 47.54327994568488], [7.58633198755601, 47.543661709382825]]], ""type"": ""Polygon""}";176;144;1;Hundeverbot
47.554345471464316, 7.564079788099935;"{""coordinates"": [[[7.563981723341028, 47.55456280028351], [7.563993153654002, 47.55457051362499], [7.564252181942831, 47.55455401938682], [7.56426129090017, 47.55454628396223], [7.564310592532066, 47.5541615058071], [7.564309439107515, 47.554156875274536], [7.56430029028297, 47.55414761258362], [7.563793708814992, 47.55419451070346], [7.563782314767408, 47.55420224854274], [7.56378348441495, 47.55421383122168], [7.563981723341028, 47.55456280028351]]], ""type"": ""Polygon""}";178;145;1;Hundeverbot
47.55229185320593, 7.599543770299058;"{""coordinates"": [[[7.600779872509035, 47.55260507150823], [7.600823255205933, 47.552603050479235], [7.600872395815101, 47.552585354302806], [7.600898362860348, 47.552561808473705], [7.600912721636538, 47.55253045424718], [7.600915564171916, 47.55251282253708], [7.600889412637669, 47.552475651819854], [7.600811239211165, 47.55245226000605], [7.598310373027407, 47.551977831657304], [7.598240956815085, 47.55198576033365], [7.598197669753937, 47.552015202212715], [7.598183302086848, 47.55204851675629], [7.598192107395594, 47.55208767248282], [7.598252981839222, 47.55212871751918], [7.600779872509035, 47.55260507150823]]], ""type"": ""Polygon""}";188;152;2;Leinenpflicht
47.552752329468625, 7.602002155752195;"{""coordinates"": [[[7.601130084598006, 47.55265941841887], [7.602444268104462, 47.55292003340841], [7.602464601172107, 47.55293959319915], [7.602586146952649, 47.55295704993968], [7.602724997389906, 47.55295097251711], [7.602826152322848, 47.552921456394316], [7.602825801743673, 47.55281178710712], [7.60261165502274, 47.552788588089584], [7.601236727869442, 47.552530002444264], [7.601184710570945, 47.55254966342748], [7.601130084598006, 47.55265941841887]]], ""type"": ""Polygon""}";192;154;2;Leinenpflicht
47.55871326375343, 7.593359071746566;"{""coordinates"": [[[7.593373400156963, 47.55873943863343], [7.593394176512569, 47.55872896033299], [7.593343047246993, 47.558686766688545], [7.593324275853551, 47.55869679263226], [7.593373400156963, 47.55873943863343]]], ""type"": ""Polygon""}";222;181;1;Hundeverbot
47.557922032022944, 7.594940988055368;"{""coordinates"": [[[7.594734015673891, 47.55805109669098], [7.594788315505983, 47.558027847097215], [7.594883473280421, 47.55796910740092], [7.595067086655267, 47.55786344553604], [7.59519840482455, 47.55778057181493], [7.595195711667135, 47.55777739165222], [7.595090448972158, 47.55781979457327], [7.594766779734114, 47.55801015830306], [7.594712481225105, 47.55803385757166], [7.594734015673891, 47.55805109669098]]], ""type"": ""Polygon""}";226;183;1;Hundeverbot
47.55729816992984, 7.596623613945366;"{""coordinates"": [[[7.596643571019005, 47.557314274714116], [7.596616609497683, 47.55727705023282], [7.596603641461606, 47.557281294869135], [7.596630153509564, 47.55731928443022], [7.596643571019005, 47.557314274714116]]], ""type"": ""Polygon""}";232;186;1;Hundeverbot
47.5590495510904, 7.592920725347953;"{""coordinates"": [[[7.592823900231642, 47.55906322163763], [7.592463441525672, 47.55929177887913], [7.592530704173812, 47.559344393316145], [7.592950142062587, 47.55907896445254], [7.593354214408881, 47.558840328767936], [7.593293640061615, 47.558784971830356], [7.59321387985543, 47.55883051396524], [7.593165550249052, 47.558828311639466], [7.592978607955993, 47.558938516684776], [7.592977359258649, 47.55897077883935], [7.592823900231642, 47.55906322163763]]], ""type"": ""Polygon""}";242;193;2;Leinenpflicht
47.557734137041926, 7.595588444943682;"{""coordinates"": [[[7.595232486596575, 47.557835756526444], [7.594734002334987, 47.5580510787214], [7.594801662410316, 47.55810306177037], [7.595316287002004, 47.5578732106989], [7.595513888220145, 47.557785148032984], [7.59579951524554, 47.55767616383283], [7.596287024555318, 47.55750831179102], [7.596488857958059, 47.55743715893247], [7.596447748862643, 47.55738269460397], [7.596117172419614, 47.55749899012437], [7.595756425861287, 47.55763033591841], [7.595708737477098, 47.55761994949304], [7.595423780187811, 47.557730740310696], [7.595412476664674, 47.55776347471616], [7.595232486596575, 47.557835756526444]]], ""type"": ""Polygon""}";248;196;2;Leinenpflicht
47.56840534225463, 7.583284132611699;"{""coordinates"": [[[7.583241543028844, 47.56841138748259], [7.583325909371172, 47.56841434968276], [7.583325934056782, 47.56839893445919], [7.583241928341415, 47.568396637345295], [7.583241543028844, 47.56841138748259]]], ""type"": ""Polygon""}";256;200;1;Hundeverbot
47.56884185582976, 7.583273283824734;"{""coordinates"": [[[7.58323114015537, 47.56884915045413], [7.583314029090495, 47.568850999277224], [7.583315764896483, 47.56883441275302], [7.583231521505338, 47.56883293435207], [7.58323114015537, 47.56884915045413]]], ""type"": ""Polygon""}";258;201;1;Hundeverbot
47.55754199178211, 7.606587350638837;"{""coordinates"": [[[7.606947839957984, 47.55767038523989], [7.606945093958939, 47.55764645687888], [7.606748348060152, 47.55756542864541], [7.606778423050149, 47.557525857767914], [7.606623273982283, 47.55749452261041], [7.606573742530716, 47.557528185636066], [7.606438372625433, 47.557503980725656], [7.606206963597838, 47.55748620947427], [7.606129962745674, 47.55747970083348], [7.606115485064572, 47.55748954280973], [7.606127654061716, 47.557501864717196], [7.60628664945515, 47.55751000915258], [7.606438021630527, 47.55752334474358], [7.606603074342161, 47.557547956541455], [7.606713658405649, 47.55756988563744], [7.606832998300457, 47.55762557346015], [7.606947839957984, 47.55767038523989]]], ""type"": ""Polygon""}";262;205;2;Leinenpflicht
47.56607558074298, 7.583541529110609;"{""coordinates"": [[[7.583495745547607, 47.566078358372955], [7.583377919591128, 47.56646161839798], [7.583306194484981, 47.56645404477338], [7.583306239452102, 47.566470647089915], [7.583377957659227, 47.56647566651191], [7.583295521502375, 47.566870241505065], [7.583329290056852, 47.56687599155092], [7.5833652789343, 47.56667617882093], [7.583444531994076, 47.566681188849465], [7.583446377409745, 47.566665861292094], [7.583367117451716, 47.56665829706241], [7.583406245266311, 47.566474354290044], [7.583466063471498, 47.56626612078793], [7.583545343075697, 47.56627623913717], [7.58355284929662, 47.56626090454079], [7.583466018454541, 47.56624951847023], [7.583524028907167, 47.56607066059836], [7.583600804374835, 47.5658534751763], [7.583687641534038, 47.56586741535052], [7.583693260721066, 47.56585208309002], [7.583606423609886, 47.56583815191364], [7.583666399798577, 47.56568865594167], [7.583685234409058, 47.56567586145449], [7.583767658998366, 47.56545483754377], [7.583850617545002, 47.565430469243154], [7.583925500946356, 47.56521710823391], [7.583917949823302, 47.56521584053649], [7.583837343142638, 47.56540622075898], [7.583748730807154, 47.56543315029874], [7.583729840791915, 47.56542551116965], [7.583705439171252, 47.56547279445463], [7.583722438809124, 47.56547915883379], [7.583714953536072, 47.56550214706205], [7.583587540402431, 47.56583306696552], [7.583547893969629, 47.56582544461454], [7.583538504314491, 47.56584204966577], [7.583581931559281, 47.565852221531955], [7.583495745547607, 47.566078358372955]]], ""type"": ""Polygon""}";268;207;1;Hundeverbot
47.56376002096773, 7.584788242792081;"{""coordinates"": [[[7.584750032180616, 47.563833061498705], [7.584768907775049, 47.563835583062435], [7.584773290256241, 47.56375696354937], [7.584868586428618, 47.563716714131225], [7.584851580225862, 47.563707795711295], [7.584762968361485, 47.563738530386495], [7.584754456589215, 47.56376975822233], [7.584750032180616, 47.563833061498705]]], ""type"": ""Polygon""}";272;209;1;Hundeverbot
47.56272858733897, 7.585685620115764;"{""coordinates"": [[[7.585679131864386, 47.56275280089386], [7.585690476648188, 47.5627566179069], [7.585689655647534, 47.56269490407842], [7.58568306407437, 47.56269938226816], [7.585679131864386, 47.56275280089386]]], ""type"": ""Polygon""}";276;211;1;Hundeverbot
47.561871280579325, 7.58646736282892;"{""coordinates"": [[[7.58647116446659, 47.56193742732851], [7.586451337207792, 47.561931705484774], [7.586474780751654, 47.561880591447405], [7.586490760163918, 47.56185949890407], [7.586508552104263, 47.56181158479555], [7.586480211376032, 47.56179758154786], [7.586465254880519, 47.561847398724765], [7.586444551410379, 47.56186594303866], [7.586430511780157, 47.561906189732866], [7.586439058901166, 47.56192661262104], [7.58645987903901, 47.561950212716326], [7.58646932008904, 47.56195275496023], [7.586480609049994, 47.56194124667473], [7.58647116446659, 47.56193742732851]]], ""type"": ""Polygon""}";280;213;2;Leinenpflicht
47.55705919707599, 7.59748724176432;"{""coordinates"": [[[7.597704866994404, 47.5570095080046], [7.597410877491099, 47.557051576962344], [7.597190626770145, 47.55709405749756], [7.597076706984866, 47.55711940391022], [7.597079024244636, 47.557130202234276], [7.597151932376453, 47.55711468780974], [7.597154234377939, 47.55712034173697], [7.597258272306134, 47.55709602499311], [7.59726440622784, 47.55711247517675], [7.597330481066629, 47.557100036805764], [7.597322835560676, 47.557084613969955], [7.597353974588614, 47.557078914498135], [7.59736154411885, 47.55707324712776], [7.597711747631484, 47.55702235965182], [7.597773292254396, 47.557014567979664], [7.597376700652321, 47.557090134700985], [7.597407416573906, 47.55709852897338], [7.59782735957467, 47.55701662563703], [7.597830589058332, 47.556994667517515], [7.597704866994404, 47.5570095080046]]], ""type"": ""Polygon""}";286;216;1;Hundeverbot
47.556851553397486, 7.600027788856098;"{""coordinates"": [[[7.599723565277983, 47.55684882245237], [7.600825493267469, 47.556851421759944], [7.600818979169254, 47.55695946358539], [7.600843295741222, 47.556960455017624], [7.600849717585912, 47.55682206845318], [7.60082615837965, 47.55682107596795], [7.600825458894217, 47.55684010768765], [7.600397603175805, 47.55683863398143], [7.599721239731347, 47.556835451982394], [7.59948641408729, 47.556837305355266], [7.59928656654803, 47.55684221286585], [7.599033031581156, 47.55685650247101], [7.599034315728082, 47.556868237528285], [7.599364106580023, 47.556851882112994], [7.599723565277983, 47.55684882245237]]], ""type"": ""Polygon""}";290;218;1;Hundeverbot
47.55687404453634, 7.601744498005342;"{""coordinates"": [[[7.601727560674732, 47.55685891333076], [7.600848882078781, 47.55684005708901], [7.600848345322352, 47.556851425918936], [7.601080082250645, 47.556856211468784], [7.601751156079125, 47.556871741338995], [7.602314310188381, 47.556883821505615], [7.602309355387818, 47.557001115781404], [7.602336716084679, 47.557002615266136], [7.602341574595916, 47.556853941977856], [7.602316499170084, 47.55685243928346], [7.602315792331868, 47.556868898814415], [7.601727560674732, 47.55685891333076]]], ""type"": ""Polygon""}";292;220;1;Hundeverbot
47.55709872837659, 7.604321125981553;"{""coordinates"": [[[7.604234589550093, 47.55709871102278], [7.604446697125145, 47.55712258446183], [7.603910208284269, 47.557137233196194], [7.603844836521811, 47.55713166886634], [7.603841081293349, 47.55714608215709], [7.603905690443931, 47.55715421977945], [7.603905677690514, 47.55715010066646], [7.6044421799488, 47.55713545193425], [7.60444978757954, 47.55713801331397], [7.604819998480441, 47.55717400930973], [7.604823004146231, 47.55716216926497], [7.60487013427164, 47.55716776807014], [7.604849855530812, 47.55724752647721], [7.604875705030778, 47.5572500617982], [7.604892923114002, 47.55716876083245], [7.604897480243856, 47.55716875432809], [7.604899711447463, 47.55714714818917], [7.604901903701696, 47.557117303843214], [7.604897382958873, 47.5571332561902], [7.604889781722104, 47.55713275439635], [7.604896535923903, 47.55710445046183], [7.604836482209426, 47.55709579424946], [7.60483275284754, 47.55711842781096], [7.604248908597018, 47.55705907325789], [7.603656834774992, 47.556997523955005], [7.603647966674127, 47.55703847600497], [7.604234589550093, 47.55709871102278]]], ""type"": ""Polygon""}";296;222;1;Hundeverbot
47.558255396487326, 7.594199830699249;"{""coordinates"": [[[7.594015373408598, 47.558376712779136], [7.594250223297336, 47.55826225099094], [7.594420519834206, 47.55818180837999], [7.594375063717506, 47.558135110733005], [7.593971667604414, 47.55833788215724], [7.594015373408598, 47.558376712779136]]], ""type"": ""Polygon""}";300;224;1;Hundeverbot
47.55949528199791, 7.5836143907690285;"{""coordinates"": [[[7.583313488165781, 47.559565400668816], [7.584367204493472, 47.55945742276596], [7.584360847345823, 47.55944057647306], [7.584350728336389, 47.55944745133227], [7.58434227547214, 47.559388076335686], [7.584354092022731, 47.5593800481587], [7.584350933438214, 47.55936190277071], [7.584146544337147, 47.559371700387636], [7.584140142085339, 47.55939680086878], [7.584127489982289, 47.55940539667122], [7.583277874544189, 47.55949479915673], [7.582819892707898, 47.55954341988038], [7.582823666160274, 47.55962219123696], [7.583313488165781, 47.559565400668816]]], ""type"": ""Polygon""}";308;228;2;Leinenpflicht
47.55905113193242, 7.583471264397326;"{""coordinates"": [[[7.582791200866353, 47.559334477191065], [7.582799184888309, 47.55938324028519], [7.582860028491635, 47.55937972943648], [7.582887122444589, 47.559400291546666], [7.582888859319294, 47.55941860961343], [7.582917613820992, 47.559424294042515], [7.584239583010067, 47.55933949462143], [7.584137284958995, 47.55869906222629], [7.58371523408649, 47.55872193759582], [7.583583270281616, 47.55868204367605], [7.582971483822298, 47.558718246931726], [7.582980063865683, 47.55876628978835], [7.582819501744408, 47.55877335067038], [7.582817859739782, 47.55879509053659], [7.58279764627103, 47.55881799556999], [7.58271312673951, 47.55882153564675], [7.582791200866353, 47.559334477191065]]], ""type"": ""Polygon""}";314;231;1;Hundeverbot
47.55942889280904, 7.58365374797355;"{""coordinates"": [[[7.583265853345237, 47.559427307178154], [7.583277874519839, 47.559494790163036], [7.584127489982289, 47.55940539667122], [7.584140142085339, 47.55939680086878], [7.584146544337147, 47.559371700387636], [7.583265853345237, 47.559427307178154]]], ""type"": ""Polygon""}";318;233;1;Hundeverbot
47.569707894640516, 7.586271880005615;"{""coordinates"": [[[7.586246716186537, 47.56984208898492], [7.586256585277407, 47.569907631501806], [7.586264329327951, 47.56990631761209], [7.586268325785776, 47.56994826811816], [7.586320612520648, 47.56994098896385], [7.586346698766913, 47.569916699936755], [7.586313231296273, 47.569722694455606], [7.586282484685368, 47.56946967789359], [7.586200163045882, 47.56947633850822], [7.586246716186537, 47.56984208898492]]], ""type"": ""Polygon""}";322;237;1;Hundeverbot
47.56909936034732, 7.586354455984805;"{""coordinates"": [[[7.586282436941945, 47.569442795808556], [7.586315649043356, 47.56973678450741], [7.586497470120471, 47.569721291783075], [7.586440382998717, 47.56914643339948], [7.586418884412914, 47.569104388153725], [7.586410432334699, 47.568854590032416], [7.586409223208601, 47.56841282127928], [7.586253796061724, 47.56841301816368], [7.586255672610242, 47.5690967074357], [7.586282436941945, 47.569442795808556]]], ""type"": ""Polygon""}";324;239;2;Leinenpflicht
47.565417704207476, 7.587062985038955;"{""coordinates"": [[[7.586812903820629, 47.56579369431966], [7.586630342725092, 47.56629970508932], [7.586762757718499, 47.56629817888197], [7.586795939167165, 47.566183305125044], [7.586828836107615, 47.566176661937256], [7.586940805435199, 47.565861290258304], [7.587096678508278, 47.56549837577202], [7.587319103265811, 47.56504721985824], [7.587290184822764, 47.565026868002526], [7.587502481925955, 47.56464772819524], [7.587521296790237, 47.56464261372968], [7.587538895706931, 47.56464938150239], [7.587595100403789, 47.56455756488508], [7.587448136945917, 47.564515284281455], [7.587144686689673, 47.5650627314683], [7.587093308462785, 47.56508913047665], [7.586910316884198, 47.56547654238414], [7.586882956691382, 47.56553408292747], [7.586866514637375, 47.565671302798634], [7.586812903820629, 47.56579369431966]]], ""type"": ""Polygon""}";332;243;2;Leinenpflicht
47.5648139309939, 7.587226272970326;"{""coordinates"": [[[7.587274330717177, 47.56462531918521], [7.586990727904499, 47.56515268467296], [7.587057217924539, 47.56516564091921], [7.587093348302031, 47.56508912143226], [7.587144713240812, 47.565062722440764], [7.587448163496739, 47.56451527525385], [7.587357403306244, 47.56448547799648], [7.587274330717177, 47.56462531918521]]], ""type"": ""Polygon""}";334;244;1;Hundeverbot
47.56398779761619, 7.587731378501512;"{""coordinates"": [[[7.587651330614841, 47.564013022865836], [7.587357390018308, 47.56448547801346], [7.587448136920859, 47.5645152752878], [7.587756341678201, 47.56402150456394], [7.588097402113415, 47.56352328388649], [7.588125444132658, 47.563482308554455], [7.588035481147848, 47.56346149551496], [7.58779451528159, 47.56380178435186], [7.587651330614841, 47.564013022865836]]], ""type"": ""Polygon""}";338;246;1;Hundeverbot
